,자치구별(2),시점,연령별(2),남자,여자
721,강북구,2016,20~24세,544,1270
722,강북구,2016,25~29세,1550,1569
723,강북구,2016,30~34세,1887,1371
724,강북구,2016,35~39세,1704,1188
725,강북구,2016,40~44세,1669,1135
726,강북구,2016,45~49세,1853,1236
727,강북구,2016,50~54세,1879,1332
728,강북구,2016,55~59세,1765,1783
729,강북구,2016,60~64세,1394,1838
730,강북구,2016,65~69세,1006,1881
731,강북구,2016,70~74세,714,1904
732,강북구,2016,75~79세,473,1606
733,강북구,2016,80~84세,264,987
734,강북구,2016,85세이상,113,554
735,강북구,2017,20세미만,61,262
736,강북구,2017,20~24세,562,1616
737,강북구,2017,25~29세,1731,1787
738,강북구,2017,30~34세,1896,1355
739,강북구,2017,35~39세,1756,1206
740,강북구,2017,40~44세,1642,1147
741,강북구,2017,45~49세,1971,1348
742,강북구,2017,50~54세,1853,1327
743,강북구,2017,55~59세,1935,1873
744,강북구,2017,60~64세,1539,1960
745,강북구,2017,65~69세,1099,1998
746,강북구,2017,70~74세,742,1923
747,강북구,2017,75~79세,584,1835
748,강북구,2017,80~84세,301,1043
749,강북구,2017,85세이상,137,593
750,강북구,2018,20세미만,59,265
751,강북구,2018,20~24세,599,1957
752,강북구,2018,25~29세,1891,2004
753,강북구,2018,30~34세,1877,1348
754,강북구,2018,35~39세,1852,1228
755,강북구,2018,40~44세,1562,1070
756,강북구,2018,45~49세,1991,1361
757,강북구,2018,50~54세,1866,1376
758,강북구,2018,55~59세,1988,1839
759,강북구,2018,60~64세,1745,2140
760,강북구,2018,65~69세,1140,2036
761,강북구,2018,70~74세,794,1999
762,강북구,2018,75~79세,637,1961
763,강북구,2018,80~84세,367,1137
764,강북구,2018,85세이상,140,643
765,강북구,2019,20세미만,71,224
766,강북구,2019,20~24세,696,2120
767,강북구,2019,25~29세,2114,2207
768,강북구,2019,30~34세,1969,1400
769,강북구,2019,35~39세,1827,1201
770,강북구,2019,40~44세,1507,1065
771,강북구,2019,45~49세,1954,1349
772,강북구,2019,50~54세,1964,1431
773,강북구,2019,55~59세,2076,1788
774,강북구,2019,60~64세,1922,2275
775,강북구,2019,65~69세,1270,2067
776,강북구,2019,70~74세,920,2155
777,강북구,2019,75~79세,668,2039
778,강북구,2019,80~84세,388,1261
779,강북구,2019,85세이상,171,692
780,강북구,2020,20세미만,64,224
781,강북구,2020,20~24세,780,2257
782,강북구,2020,25~29세,2339,2555
783,강북구,2020,30~34세,2163,1532
784,강북구,2020,35~39세,1810,1206
785,강북구,2020,40~44세,1710,1078
786,강북구,2020,45~49세,1934,1342
787,강북구,2020,50~54세,2059,1420
788,강북구,2020,55~59세,2181,1818
789,강북구,2020,60~64세,2114,2395
790,강북구,2020,65~69세,1501,2253
791,강북구,2020,70~74세,1001,2273
792,강북구,2020,75~79세,697,2213
793,강북구,2020,80~84세,413,1365
794,강북구,2020,85세이상,192,796
795,강북구,2021,20세미만,64,186
796,강북구,2021,20~24세,825,2326
797,강북구,2021,25~29세,2562,2764
798,강북구,2021,30~34세,2350,1734
799,강북구,2021,35~39세,1889,1210
800,강북구,2021,40~44세,1771,1111
801,강북구,2021,45~49세,1871,1278
802,강북구,2021,50~54세,2244,1511
803,강북구,2021,55~59세,2203,1749
804,강북구,2021,60~64세,2342,2578
805,강북구,2021,65~69세,1729,2443
806,강북구,2021,70~74세,1124,2428
807,강북구,2021,75~79세,738,2236
808,강북구,2021,80~84세,439,1585
809,강북구,2021,85세이상,235,903
810,도봉구,2016,20세미만,65,180
811,도봉구,2016,20~24세,316,1019
812,도봉구,2016,25~29세,904,890
813,도봉구,2016,30~34세,1254,867
814,도봉구,2016,35~39세,1260,878
815,도봉구,2016,40~44세,1327,929
816,도봉구,2016,45~49세,1457,1061
817,도봉구,2016,50~54세,1427,1008
818,도봉구,2016,55~59세,1424,1475
819,도봉구,2016,60~64세,1042,1469
820,도봉구,2016,65~69세,764,1440
821,도봉구,2016,70~74세,560,1429
822,도봉구,2016,75~79세,405,1431
823,도봉구,2016,80~84세,235,997
824,도봉구,2016,85세이상,167,616
825,도봉구,2017,20세미만,51,170
826,도봉구,2017,20~24세,324,1016
827,도봉구,2017,25~29세,956,982
828,도봉구,2017,30~34세,1309,871
829,도봉구,2017,35~39세,1253,892
830,도봉구,2017,40~44세,1255,931
831,도봉구,2017,45~49세,1505,1120
832,도봉구,2017,50~54세,1421,1024
833,도봉구,2017,55~59세,1497,1570
834,도봉구,2017,60~64세,1185,1617
835,도봉구,2017,65~69세,871,1479
836,도봉구,2017,70~74세,579,1463
837,도봉구,2017,75~79세,455,1557
838,도봉구,2017,80~84세,253,1057
839,도봉구,2017,85세이상,179,627
840,도봉구,2018,20세미만,41,153
841,도봉구,2018,20~24세,320,1036
842,도봉구,2018,25~29세,1054,1051
843,도봉구,2018,30~34세,1281,899
844,도봉구,2018,35~39세,1339,937
845,도봉구,2018,40~44세,1166,896
846,도봉구,2018,45~49세,1507,1167
847,도봉구,2018,50~54세,1492,1124
848,도봉구,2018,55~59세,1527,1542
849,도봉구,2018,60~64세,1353,1866
850,도봉구,2018,65~69세,879,1533
851,도봉구,2018,70~74세,663,1543
852,도봉구,2018,75~79세,473,1653
853,도봉구,2018,80~84세,286,1146
854,도봉구,2018,85세이상,205,716
855,도봉구,2019,20세미만,49,110
856,도봉구,2019,20~24세,368,1141
857,도봉구,2019,25~29세,1158,1294
858,도봉구,2019,30~34세,1327,972
859,도봉구,2019,35~39세,1401,970
860,도봉구,2019,40~44세,1169,901
861,도봉구,2019,45~49세,1539,1174
862,도봉구,2019,50~54세,1501,1162
863,도봉구,2019,55~59세,1588,1514
864,도봉구,2019,60~64세,1489,1968
865,도봉구,2019,65~69세,978,1617
866,도봉구,2019,70~74세,725,1670
867,도봉구,2019,75~79세,548,1683
868,도봉구,2019,80~84세,345,1262
869,도봉구,2019,85세이상,211,819
870,도봉구,2020,20세미만,38,158
871,도봉구,2020,20~24세,390,1222
872,도봉구,2020,25~29세,1351,1465
873,도봉구,2020,30~34세,1447,1089
874,도봉구,2020,35~39세,1431,996
875,도봉구,2020,40~44세,1264,953
876,도봉구,2020,45~49세,1519,1113
877,도봉구,2020,50~54세,1578,1236
878,도봉구,2020,55~59세,1613,1580
879,도봉구,2020,60~64세,1656,2079
880,도봉구,2020,65~69세,1140,1817
881,도봉구,2020,70~74세,827,1777
882,도봉구,2020,75~79세,568,1705
883,도봉구,2020,80~84세,380,1368
884,도봉구,2020,85세이상,236,888
885,도봉구,2021,20세미만,40,111
886,도봉구,2021,20~24세,421,1250
887,도봉구,2021,25~29세,1496,1792
888,도봉구,2021,30~34세,1754,1302
889,도봉구,2021,35~39세,1502,1045
890,도봉구,2021,40~44세,1373,1036
891,도봉구,2021,45~49세,1534,1103
892,도봉구,2021,50~54세,1621,1396
893,도봉구,2021,55~59세,1672,1535
894,도봉구,2021,60~64세,1820,2220
895,도봉구,2021,65~69세,1378,2094
896,도봉구,2021,70~74세,879,1889
897,도봉구,2021,75~79세,604,1724
898,도봉구,2021,80~84세,412,1522
899,도봉구,2021,85세이상,283,1045
900,노원구,2016,20세미만,596,650
901,노원구,2016,20~24세,2545,2765
902,노원구,2016,25~29세,2238,1573
903,노원구,2016,30~34세,1991,1370
904,노원구,2016,35~39세,1758,1349
905,노원구,2016,40~44세,1838,1509
906,노원구,2016,45~49세,1795,1521
907,노원구,2016,50~54세,1619,1586
908,노원구,2016,55~59세,1734,2276
909,노원구,2016,60~64세,1406,2518
910,노원구,2016,65~69세,1008,2503
911,노원구,2016,70~74세,818,2589
912,노원구,2016,75~79세,600,2428
913,노원구,2016,80~84세,303,1608
914,노원구,2016,85세이상,178,969
915,노원구,2017,20세미만,486,682
916,노원구,2017,20~24세,2477,3028
917,노원구,2017,25~29세,2406,1696
918,노원구,2017,30~34세,1948,1326
919,노원구,2017,35~39세,1759,1378
920,노원구,2017,40~44세,1687,1419
921,노원구,2017,45~49세,1817,1601
922,노원구,2017,50~54세,1605,1534
923,노원구,2017,55~59세,1809,2297
924,노원구,2017,60~64세,1538,2743
925,노원구,2017,65~69세,1095,2651
926,노원구,2017,70~74세,834,2608
927,노원구,2017,75~79세,733,2681
928,노원구,2017,80~84세,350,1794
929,노원구,2017,85세이상,196,1087
930,노원구,2018,20세미만,364,490
931,노원구,2018,20~24세,2375,3166
932,노원구,2018,25~29세,2644,1868
933,노원구,2018,30~34세,2022,1321
934,노원구,2018,35~39세,1875,1458
935,노원구,2018,40~44세,1615,1400
936,노원구,2018,45~49세,1944,1630
937,노원구,2018,50~54세,1698,1623
938,노원구,2018,55~59세,1797,2310
939,노원구,2018,60~64세,1732,2928
940,노원구,2018,65~69세,1213,2742
941,노원구,2018,70~74세,980,2749
942,노원구,2018,75~79세,767,2751
943,노원구,2018,80~84세,407,1958
944,노원구,2018,85세이상,241,1212
945,노원구,2019,20세미만,304,420
946,노원구,2019,20~24세,2421,3088
947,노원구,2019,25~29세,2825,2023
948,노원구,2019,30~34세,2056,1393
949,노원구,2019,35~39세,1927,1464
950,노원구,2019,40~44세,1625,1360
951,노원구,2019,45~49세,1990,1666
952,노원구,2019,50~54세,1785,1722
953,노원구,2019,55~59세,1819,2246
954,노원구,2019,60~64세,1807,3125
955,노원구,2019,65~69세,1327,2868
956,노원구,2019,70~74세,1068,2980
957,노원구,2019,75~79세,827,2926
958,노원구,2019,80~84세,477,2131
959,노원구,2019,85세이상,298,1397
960,노원구,2020,20세미만,182,408
961,노원구,2020,20~24세,2223,3331
962,노원구,2020,25~29세,2938,2266
963,노원구,2020,30~34세,2293,1607
964,노원구,2020,35~39세,1999,1531
965,노원구,2020,40~44세,1708,1456
966,노원구,2020,45~49세,1991,1709
967,노원구,2020,50~54세,1972,1792
968,노원구,2020,55~59세,1853,2172
969,노원구,2020,60~64세,2028,3241
970,노원구,2020,65~69세,1555,3202
971,노원구,2020,70~74세,1208,3151
972,노원구,2020,75~79세,885,3039
973,노원구,2020,80~84세,529,2250
974,노원구,2020,85세이상,337,1582
975,노원구,2021,20세미만,263,381
976,노원구,2021,20~24세,2429,3254
977,노원구,2021,25~29세,3137,2543
978,노원구,2021,30~34세,2789,1927
979,노원구,2021,35~39세,2122,1681
980,노원구,2021,40~44세,1875,1546
981,노원구,2021,45~49세,1899,1714
982,노원구,2021,50~54세,2110,1873
983,노원구,2021,55~59세,1965,2225
984,노원구,2021,60~64세,2211,3404
985,노원구,2021,65~69세,1841,3603
986,노원구,2021,70~74세,1283,3248
987,노원구,2021,75~79세,914,3113
988,노원구,2021,80~84세,590,2596
989,노원구,2021,85세이상,385,1726
990,은평구,2016,20세미만,82,125
991,은평구,2016,20~24세,613,1160
992,은평구,2016,25~29세,2199,2312
993,은평구,2016,30~34세,2774,2332
994,은평구,2016,35~39세,2349,1878
995,은평구,2016,40~44세,2188,1702
996,은평구,2016,45~49세,2051,1616
997,은평구,2016,50~54세,1853,1492
998,은평구,2016,55~59세,1788,2150
999,은평구,2016,60~64세,1399,2046
1000,은평구,2016,65~69세,951,2098
1001,은평구,2016,70~74세,738,2115
1002,은평구,2016,75~79세,536,1804
1003,은평구,2016,80~84세,248,1131
1004,은평구,2016,85세이상,139,571
1005,은평구,2017,20세미만,90,108
1006,은평구,2017,20~24세,669,1301
1007,은평구,2017,25~29세,2322,2482
1008,은평구,2017,30~34세,2861,2276
1009,은평구,2017,35~39세,2422,1999
1010,은평구,2017,40~44세,2036,1709
1011,은평구,2017,45~49세,2180,1716
1012,은평구,2017,50~54세,1808,1530
1013,은평구,2017,55~59세,1936,2163
1014,은평구,2017,60~64세,1537,2322
1015,은평구,2017,65~69세,1055,2120
1016,은평구,2017,70~74세,737,2169
1017,은평구,2017,75~79세,608,2063
1018,은평구,2017,80~84세,299,1213
1019,은평구,2017,85세이상,167,637
1020,은평구,2018,20세미만,89,146
1021,은평구,2018,20~24세,683,1383
1022,은평구,2018,25~29세,2503,2901
1023,은평구,2018,30~34세,2960,2385
1024,은평구,2018,35~39세,2563,2068
1025,은평구,2018,40~44세,1945,1719
1026,은평구,2018,45~49세,2280,1774
1027,은평구,2018,50~54세,1879,1579
1028,은평구,2018,55~59세,1922,2091
1029,은평구,2018,60~64세,1738,2549
1030,은평구,2018,65~69세,1118,2161
1031,은평구,2018,70~74세,855,2249
1032,은평구,2018,75~79세,642,2101
1033,은평구,2018,80~84세,334,1352
1034,은평구,2018,85세이상,183,736
1035,은평구,2019,20세미만,114,137
1036,은평구,2019,20~24세,802,1737
1037,은평구,2019,25~29세,3007,3603
1038,은평구,2019,30~34세,3091,2617
1039,은평구,2019,35~39세,2637,2264
1040,은평구,2019,40~44세,1978,1701
1041,은평구,2019,45~49세,2327,1857
1042,은평구,2019,50~54세,1996,1606
1043,은평구,2019,55~59세,2003,2109
1044,은평구,2019,60~64세,1820,2735
1045,은평구,2019,65~69세,1213,2319
1046,은평구,2019,70~74세,939,2341
1047,은평구,2019,75~79세,676,2204
1048,은평구,2019,80~84세,383,1521
1049,은평구,2019,85세이상,223,854
1050,은평구,2020,20세미만,85,150
1051,은평구,2020,20~24세,919,2048
1052,은평구,2020,25~29세,3319,4388
1053,은평구,2020,30~34세,3471,3019
1054,은평구,2020,35~39세,2813,2369
1055,은평구,2020,40~44세,2157,1825
1056,은평구,2020,45~49세,2368,1926
1057,은평구,2020,50~54세,2103,1750
1058,은평구,2020,55~59세,2065,2051
1059,은평구,2020,60~64세,2023,2984
1060,은평구,2020,65~69세,1388,2611
1061,은평구,2020,70~74세,1077,2538
1062,은평구,2020,75~79세,724,2330
1063,은평구,2020,80~84세,454,1672
1064,은평구,2020,85세이상,255,971
1065,은평구,2021,20세미만,60,130
1066,은평구,2021,20~24세,948,2169
1067,은평구,2021,25~29세,3641,5131
1068,은평구,2021,30~34세,3847,3453
1069,은평구,2021,35~39세,2896,2467
1070,은평구,2021,40~44세,2270,2024
1071,은평구,2021,45~49세,2301,1927
1072,은평구,2021,50~54세,2321,1918
1073,은평구,2021,55~59세,2117,2081
1074,은평구,2021,60~64세,2203,3150
1075,은평구,2021,65~69세,1659,2920
1076,은평구,2021,70~74세,1105,2662
1077,은평구,2021,75~79세,813,2443
1078,은평구,2021,80~84세,527,1826
1079,은평구,2021,85세이상,306,1132
1080,서대문구,2016,20세미만,283,697
1081,서대문구,2016,20~24세,2627,5303
1082,서대문구,2016,25~29세,3838,3722
1083,서대문구,2016,30~34세,2500,2099
1084,서대문구,2016,35~39세,1732,1395
1085,서대문구,2016,40~44세,1399,1160
1086,서대문구,2016,45~49세,1434,1091
1087,서대문구,2016,50~54세,1327,931
1088,서대문구,2016,55~59세,1129,1208
1089,서대문구,2016,60~64세,900,1304
1090,서대문구,2016,65~69세,645,1283
1091,서대문구,2016,70~74세,441,1371
1092,서대문구,2016,75~79세,387,1422
1093,서대문구,2016,80~84세,176,901
1094,서대문구,2016,85세이상,100,493
1095,서대문구,2017,20세미만,252,545
1096,서대문구,2017,20~24세,2521,5157
1097,서대문구,2017,25~29세,3931,3814
1098,서대문구,2017,30~34세,2451,2017
1099,서대문구,2017,35~39세,1717,1432
1100,서대문구,2017,40~44세,1395,1141
1101,서대문구,2017,45~49세,1401,1195
1102,서대문구,2017,50~54세,1231,933
1103,서대문구,2017,55~59세,1164,1227
1104,서대문구,2017,60~64세,956,1368
1105,서대문구,2017,65~69세,661,1277
1106,서대문구,2017,70~74세,481,1389
1107,서대문구,2017,75~79세,409,1513
1108,서대문구,2017,80~84세,206,994
1109,서대문구,2017,85세이상,115,525
1110,서대문구,2018,20세미만,266,565
1111,서대문구,2018,20~24세,2544,5403
1112,서대문구,2018,25~29세,4213,3835
1113,서대문구,2018,30~34세,2530,2061
1114,서대문구,2018,35~39세,1747,1528
1115,서대문구,2018,40~44세,1381,1131
1116,서대문구,2018,45~49세,1475,1197
1117,서대문구,2018,50~54세,1205,926
1118,서대문구,2018,55~59세,1175,1223
1119,서대문구,2018,60~64세,1026,1519
1120,서대문구,2018,65~69세,712,1283
1121,서대문구,2018,70~74세,518,1432
1122,서대문구,2018,75~79세,408,1466
1123,서대문구,2018,80~84세,237,1080
1124,서대문구,2018,85세이상,116,593
1125,서대문구,2019,20세미만,214,530
1126,서대문구,2019,20~24세,2705,5587
1127,서대문구,2019,25~29세,4319,4166
1128,서대문구,2019,30~34세,2617,2096
1129,서대문구,2019,35~39세,1813,1524
1130,서대문구,2019,40~44세,1342,1138
1131,서대문구,2019,45~49세,1442,1231
1132,서대문구,2019,50~54세,1238,1044
1133,서대문구,2019,55~59세,1225,1219
1134,서대문구,2019,60~64세,1103,1558
1135,서대문구,2019,65~69세,749,1355
1136,서대문구,2019,70~74세,543,1472
1137,서대문구,2019,75~79세,416,1507
1138,서대문구,2019,80~84세,293,1182
1139,서대문구,2019,85세이상,142,679
1140,서대문구,2020,20세미만,231,757
1141,서대문구,2020,20~24세,2730,6215
1142,서대문구,2020,25~29세,4523,4459
1143,서대문구,2020,30~34세,2950,2470
1144,서대문구,2020,35~39세,1908,1679
1145,서대문구,2020,40~44세,1411,1218
1146,서대문구,2020,45~49세,1439,1243
1147,서대문구,2020,50~54세,1369,1096
1148,서대문구,2020,55~59세,1305,1217
1149,서대문구,2020,60~64세,1157,1587
1150,서대문구,2020,65~69세,844,1479
1151,서대문구,2020,70~74세,593,1545
1152,서대문구,2020,75~79세,422,1532
1153,서대문구,2020,80~84세,297,1242
1154,서대문구,2020,85세이상,180,765
1155,서대문구,2021,20세미만,269,588
1156,서대문구,2021,20~24세,2833,6120
1157,서대문구,2021,25~29세,4994,4998
1158,서대문구,2021,30~34세,3174,2736
1159,서대문구,2021,35~39세,2054,1719
1160,서대문구,2021,40~44세,1537,1286
1161,서대문구,2021,45~49세,1471,1190
1162,서대문구,2021,50~54세,1506,1249
1163,서대문구,2021,55~59세,1332,1210
1164,서대문구,2021,60~64세,1268,1646
1165,서대문구,2021,65~69세,997,1645
1166,서대문구,2021,70~74세,620,1575
1167,서대문구,2021,75~79세,446,1571
1168,서대문구,2021,80~84세,337,1354
1169,서대문구,2021,85세이상,223,844
1170,마포구,2016,20세미만,281,356
1171,마포구,2016,20~24세,2285,3713
1172,마포구,2016,25~29세,4714,5194
1173,마포구,2016,30~34세,4624,4373
1174,마포구,2016,35~39세,2978,2862
1175,마포구,2016,40~44세,2323,2131
1176,마포구,2016,45~49세,1890,1560
1177,마포구,2016,50~54세,1372,1161
1178,마포구,2016,55~59세,1153,1312
1179,마포구,2016,60~64세,790,1364
1180,마포구,2016,65~69세,571,1354
1181,마포구,2016,70~74세,428,1412
1182,마포구,2016,75~79세,323,1229
1183,마포구,2016,80~84세,176,875
1184,마포구,2016,85세이상,96,482
1185,마포구,2017,20세미만,244,367
1186,마포구,2017,20~24세,2186,3618
1187,마포구,2017,25~29세,4885,5474
1188,마포구,2017,30~34세,4340,4358
1189,마포구,2017,35~39세,3118,2973
1190,마포구,2017,40~44세,2200,2128
1191,마포구,2017,45~49세,1936,1710
1192,마포구,2017,50~54세,1378,1200
1193,마포구,2017,55~59세,1202,1324
1194,마포구,2017,60~64세,846,1397
1195,마포구,2017,65~69세,605,1373
1196,마포구,2017,70~74세,418,1386
1197,마포구,2017,75~79세,358,1357
1198,마포구,2017,80~84세,211,938
1199,마포구,2017,85세이상,109,523
1200,마포구,2018,20세미만,361,421
1201,마포구,2018,20~24세,2188,3879
1202,마포구,2018,25~29세,5191,6080
1203,마포구,2018,30~34세,4532,4499
1204,마포구,2018,35~39세,3299,3157
1205,마포구,2018,40~44세,2116,2158
1206,마포구,2018,45~49세,1978,1806
1207,마포구,2018,50~54세,1453,1262
1208,마포구,2018,55~59세,1188,1328
1209,마포구,2018,60~64세,876,1475
1210,마포구,2018,65~69세,616,1379
1211,마포구,2018,70~74세,457,1434
1212,마포구,2018,75~79세,390,1414
1213,마포구,2018,80~84세,226,984
1214,마포구,2018,85세이상,121,569
1215,마포구,2019,20세미만,256,298
1216,마포구,2019,20~24세,2273,4335
1217,마포구,2019,25~29세,5543,6696
1218,마포구,2019,30~34세,4610,4721
1219,마포구,2019,35~39세,3298,3264
1220,마포구,2019,40~44세,2122,2153
1221,마포구,2019,45~49세,2006,1928
1222,마포구,2019,50~54세,1489,1305
1223,마포구,2019,55~59세,1199,1303
1224,마포구,2019,60~64세,954,1547
1225,마포구,2019,65~69세,644,1327
1226,마포구,2019,70~74세,488,1525
1227,마포구,2019,75~79세,411,1450
1228,마포구,2019,80~84세,232,1070
1229,마포구,2019,85세이상,146,655
1230,마포구,2020,20세미만,295,368
1231,마포구,2020,20~24세,2435,4558
1232,마포구,2020,25~29세,5870,7334
1233,마포구,2020,30~34세,4995,5093
1234,마포구,2020,35~39세,3403,3469
1235,마포구,2020,40~44세,2270,2246
1236,마포구,2020,45~49세,2021,2032
1237,마포구,2020,50~54세,1571,1396
1238,마포구,2020,55~59세,1280,1296
1239,마포구,2020,60~64세,1057,1614
1240,마포구,2020,65~69세,716,1483
1241,마포구,2020,70~74세,500,1599
1242,마포구,2020,75~79세,420,1502
1243,마포구,2020,80~84세,254,1162
1244,마포구,2020,85세이상,177,756
1245,마포구,2021,20세미만,205,280
1246,마포구,2021,20~24세,2448,4696
1247,마포구,2021,25~29세,6447,7918
1248,마포구,2021,30~34세,5509,5554
1249,마포구,2021,35~39세,3590,3495
1250,마포구,2021,40~44세,2434,2401
1251,마포구,2021,45~49세,1974,2042
1252,마포구,2021,50~54세,1721,1565
1253,마포구,2021,55~59세,1328,1324
1254,마포구,2021,60~64세,1167,1756
1255,마포구,2021,65~69세,843,1704
1256,마포구,2021,70~74세,549,1663
1257,마포구,2021,75~79세,427,1575
1258,마포구,2021,80~84세,280,1208
1259,마포구,2021,85세이상,197,862
1260,양천구,2016,20세미만,89,77
1261,양천구,2016,20~24세,486,626
1262,양천구,2016,25~29세,1301,1373
1263,양천구,2016,30~34세,2022,1407
1264,양천구,2016,35~39세,1712,1181
1265,양천구,2016,40~44세,1653,1256
1266,양천구,2016,45~49세,1710,1268
1267,양천구,2016,50~54세,1601,1170
1268,양천구,2016,55~59세,1574,1600
1269,양천구,2016,60~64세,1209,1716
1270,양천구,2016,65~69세,843,1513
1271,양천구,2016,70~74세,548,1391
1272,양천구,2016,75~79세,342,1350
1273,양천구,2016,80~84세,180,964
1274,양천구,2016,85세이상,104,612
1275,양천구,2017,20세미만,78,71
1276,양천구,2017,20~24세,363,623
1277,양천구,2017,25~29세,1309,1382
1278,양천구,2017,30~34세,1910,1357
1279,양천구,2017,35~39세,1704,1239
1280,양천구,2017,40~44세,1557,1181
1281,양천구,2017,45~49세,1700,1249
1282,양천구,2017,50~54세,1513,1170
1283,양천구,2017,55~59세,1652,1670
1284,양천구,2017,60~64세,1247,1831
1285,양천구,2017,65~69세,925,1580
1286,양천구,2017,70~74세,570,1417
1287,양천구,2017,75~79세,394,1386
1288,양천구,2017,80~84세,209,1009
1289,양천구,2017,85세이상,121,671
1290,양천구,2018,20세미만,77,72
1291,양천구,2018,20~24세,413,634
1292,양천구,2018,25~29세,1432,1462
1293,양천구,2018,30~34세,1929,1378
1294,양천구,2018,35~39세,1801,1326
1295,양천구,2018,40~44세,1507,1065
1296,양천구,2018,45~49세,1634,1219
1297,양천구,2018,50~54세,1543,1220
1298,양천구,2018,55~59세,1691,1574
1299,양천구,2018,60~64세,1415,1962
1300,양천구,2018,65~69세,958,1709
1301,양천구,2018,70~74세,636,1555
1302,양천구,2018,75~79세,421,1456
1303,양천구,2018,80~84세,223,1083
1304,양천구,2018,85세이상,147,762
1305,양천구,2019,20세미만,65,77
1306,양천구,2019,20~24세,404,778
1307,양천구,2019,25~29세,1585,1729
1308,양천구,2019,30~34세,1991,1498
1309,양천구,2019,35~39세,1866,1308
1310,양천구,2019,40~44세,1508,1145
1311,양천구,2019,45~49세,1671,1258
1312,양천구,2019,50~54세,1626,1171
1313,양천구,2019,55~59세,1707,1545
1314,양천구,2019,60~64세,1571,2097
1315,양천구,2019,65~69세,1042,1823
1316,양천구,2019,70~74세,738,1734
1317,양천구,2019,75~79세,434,1537
1318,양천구,2019,80~84세,271,1176
1319,양천구,2019,85세이상,179,811
1320,양천구,2020,20세미만,67,77
1321,양천구,2020,20~24세,440,810
1322,양천구,2020,25~29세,1893,2138
1323,양천구,2020,30~34세,2323,1664
1324,양천구,2020,35~39세,1944,1400
1325,양천구,2020,40~44세,1521,1174
1326,양천구,2020,45~49세,1679,1288
1327,양천구,2020,50~54세,1667,1186
1328,양천구,2020,55~59세,1784,1562
1329,양천구,2020,60~64세,1688,2284
1330,양천구,2020,65~69세,1259,2123
1331,양천구,2020,70~74세,820,1878
1332,양천구,2020,75~79세,483,1626
1333,양천구,2020,80~84세,297,1290
1334,양천구,2020,85세이상,193,878
1335,양천구,2021,20세미만,51,80
1336,양천구,2021,20~24세,498,901
1337,양천구,2021,25~29세,2083,2454
1338,양천구,2021,30~34세,2716,2009
1339,양천구,2021,35~39세,2051,1477
1340,양천구,2021,40~44세,1651,1310
1341,양천구,2021,45~49세,1667,1213
1342,양천구,2021,50~54세,1755,1347
1343,양천구,2021,55~59세,1803,1560
1344,양천구,2021,60~64세,1905,2400
1345,양천구,2021,65~69세,1404,2455
1346,양천구,2021,70~74세,975,2038
1347,양천구,2021,75~79세,543,1715
1348,양천구,2021,80~84세,330,1359
1349,양천구,2021,85세이상,225,998
1350,강서구,2016,20세미만,124,155
1351,강서구,2016,20~24세,827,2012
1352,강서구,2016,25~29세,3607,4811
1353,강서구,2016,30~34세,5007,3820
1354,강서구,2016,35~39세,3659,2674
1355,강서구,2016,40~44세,2973,2127
1356,강서구,2016,45~49세,2606,1834
1357,강서구,2016,50~54세,2208,1841
1358,강서구,2016,55~59세,2294,2578
1359,강서구,2016,60~64세,1804,2558
1360,강서구,2016,65~69세,1252,2282
1361,강서구,2016,70~74세,845,2032
1362,강서구,2016,75~79세,526,1842
1363,강서구,2016,80~84세,268,1321
1364,강서구,2016,85세이상,199,902
1365,강서구,2017,20세미만,100,156
1366,강서구,2017,20~24세,959,2512
1367,강서구,2017,25~29세,4467,5753
1368,강서구,2017,30~34세,5574,4320
1369,강서구,2017,35~39세,4217,3146
1370,강서구,2017,40~44세,3180,2234
1371,강서구,2017,45~49세,2777,2030
1372,강서구,2017,50~54세,2336,1850
1373,강서구,2017,55~59세,2433,2710
1374,강서구,2017,60~64세,2002,2924
1375,강서구,2017,65~69세,1354,2444
1376,강서구,2017,70~74세,960,2194
1377,강서구,2017,75~79세,656,2017
1378,강서구,2017,80~84세,304,1422
1379,강서구,2017,85세이상,215,991
1380,강서구,2018,20세미만,119,151
1381,강서구,2018,20~24세,955,2571
1382,강서구,2018,25~29세,4949,6665
1383,강서구,2018,30~34세,5921,4600
1384,강서구,2018,35~39세,4621,3348
1385,강서구,2018,40~44세,3146,2335
1386,강서구,2018,45~49세,3044,2175
1387,강서구,2018,50~54세,2378,1858
1388,강서구,2018,55~59세,2514,2662
1389,강서구,2018,60~64세,2255,3257
1390,강서구,2018,65~69세,1492,2550
1391,강서구,2018,70~74세,1084,2366
1392,강서구,2018,75~79세,719,2106
1393,강서구,2018,80~84세,333,1542
1394,강서구,2018,85세이상,250,1045
1395,강서구,2019,20세미만,133,192
1396,강서구,2019,20~24세,1071,3037
1397,강서구,2019,25~29세,5637,7963
1398,강서구,2019,30~34세,6427,5221
1399,강서구,2019,35~39세,4799,3472
1400,강서구,2019,40~44세,3210,2423
1401,강서구,2019,45~49세,3120,2249
1402,강서구,2019,50~54세,2571,1989
1403,강서구,2019,55~59세,2525,2590
1404,강서구,2019,60~64세,2427,3479
1405,강서구,2019,65~69세,1644,2803
1406,강서구,2019,70~74세,1233,2582
1407,강서구,2019,75~79세,748,2236
1408,강서구,2019,80~84세,396,1701
